epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
116,261.153,0.47856,0.76768,0.48742,0.89417,0,0.8732,0.78954,0.84757,0.62072,0.91478,0.66995,0.76247,0.36229,0.95748,1.64376,0.80293,1.16521,0,0.000267751,0.000267751,0.000267751
117,263.334,0.4739,0.77253,0.46329,0.8809,0,0.81706,0.79085,0.84596,0.6448,0.89883,0.66409,0.76211,0.36768,0.87368,1.63011,0.80245,1.12063,0,0.000260418,0.000260418,0.000260418
118,265.499,0.46783,0.79995,0.4737,0.89344,0,0.82568,0.79464,0.84543,0.65111,0.90943,0.66702,0.76028,0.37066,0.84806,1.62457,0.78824,1.1089,0,0.000253086,0.000253086,0.000253086
119,267.689,0.47367,0.79608,0.46462,0.89903,0,0.85639,0.78866,0.8463,0.63698,0.92685,0.67,0.75327,0.37452,0.88597,1.62119,0.76226,1.13051,0,0.000245753,0.000245753,0.000245753
120,269.835,0.45847,0.7685,0.45529,0.88256,0,0.85708,0.79183,0.85093,0.63266,0.93392,0.66395,0.75822,0.38015,0.90164,1.61799,0.7623,1.13468,0,0.000238421,0.000238421,0.000238421
121,272.04,0.45547,0.75596,0.4529,0.87647,0,0.86329,0.81212,0.85444,0.64876,0.89296,0.67295,0.77195,0.38952,0.87352,1.58422,0.72675,1.12064,0,0.000231088,0.000231088,0.000231088
122,274.244,0.45918,0.78544,0.46132,0.89343,0,0.84411,0.81523,0.85495,0.65495,0.8795,0.67023,0.7752,0.39062,0.86181,1.57028,0.71833,1.1177,0,0.000223755,0.000223755,0.000223755
123,276.45,0.47645,0.78239,0.47742,0.90139,0,0.8626,0.8059,0.85912,0.64318,0.79167,0.75472,0.79672,0.39214,0.89971,1.58656,0.70987,1.14025,0,0.000216423,0.000216423,0.000216423
124,278.625,0.45121,0.73316,0.452,0.8805,0,0.87327,0.80138,0.86405,0.63529,0.80133,0.75039,0.80431,0.3883,0.9267,1.61841,0.71901,1.15537,0,0.00020909,0.00020909,0.00020909
125,280.78,0.47092,0.80769,0.45561,0.89036,0,0.86076,0.80673,0.86821,0.62676,0.80573,0.74029,0.80685,0.3861,0.94989,1.68256,0.72792,1.16144,0,0.000201758,0.000201758,0.000201758
126,283,0.46555,0.7709,0.45124,0.89531,0,0.84463,0.8032,0.8674,0.63236,0.91407,0.66353,0.78978,0.38693,0.93321,1.70136,0.72699,1.15093,0,0.000194425,0.000194425,0.000194425
127,285.2,0.44442,0.76991,0.44368,0.88623,0,0.89141,0.80624,0.87533,0.64708,0.91462,0.66614,0.78016,0.38654,0.91897,1.6982,0.74635,1.14497,0,0.000187092,0.000187092,0.000187092
128,287.422,0.46076,0.78608,0.45282,0.88279,0,0.89939,0.79855,0.86695,0.63805,0.9107,0.66666,0.78013,0.38402,0.93826,1.68978,0.76796,1.15974,0,0.00017976,0.00017976,0.00017976
129,289.618,0.49255,0.80443,0.47524,0.89468,0,0.9007,0.78692,0.86061,0.62531,0.88982,0.66855,0.78046,0.38621,0.96459,1.65697,0.79206,1.18524,0,0.000172427,0.000172427,0.000172427
130,291.803,0.47374,0.81643,0.45399,0.89248,0,0.90362,0.78025,0.85793,0.61949,0.89575,0.66508,0.77717,0.38574,0.97586,1.64182,0.79886,1.19045,0,0.000165095,0.000165095,0.000165095
131,293.956,0.43912,0.75704,0.44636,0.87536,0,0.8785,0.79014,0.8602,0.62184,0.9112,0.67074,0.77208,0.39294,0.95402,1.58176,0.78494,1.17155,0,0.000157762,0.000157762,0.000157762
132,296.166,0.44245,0.73237,0.42939,0.8756,0,0.85204,0.79045,0.85858,0.62539,0.91371,0.66644,0.7662,0.39571,0.93686,1.56676,0.7713,1.15867,0,0.000150429,0.000150429,0.000150429
133,298.365,0.45971,0.76012,0.44601,0.88479,0,0.84306,0.79278,0.84912,0.62491,0.91122,0.66504,0.76496,0.39846,0.91593,1.56094,0.75851,1.14724,0,0.000143097,0.000143097,0.000143097
134,300.512,0.45382,0.76965,0.44619,0.89249,0,0.85542,0.78507,0.85443,0.62028,0.9024,0.66301,0.7658,0.39714,0.91535,1.57288,0.73588,1.14605,0,0.000135764,0.000135764,0.000135764
135,302.751,0.43807,0.74846,0.44019,0.88662,0,0.92502,0.7473,0.86138,0.62159,0.88184,0.66563,0.76781,0.4007,0.93523,1.60372,0.73449,1.15666,0,0.000128432,0.000128432,0.000128432
136,304.937,0.47478,0.77628,0.45511,0.88298,0,0.92228,0.76961,0.87232,0.62472,0.83924,0.67541,0.76522,0.3953,0.93157,1.62357,0.72255,1.15475,0,0.000121099,0.000121099,0.000121099
137,307.263,0.44875,0.75264,0.44196,0.87753,0,0.87083,0.80086,0.86895,0.63384,0.8588,0.67485,0.77537,0.3987,0.91431,1.64102,0.71092,1.14532,0,0.000113766,0.000113766,0.000113766
138,309.532,0.42758,0.7218,0.4155,0.85965,0,0.85437,0.80403,0.86975,0.63504,0.87648,0.66722,0.7762,0.39647,0.90073,1.64046,0.70882,1.13761,0,0.000106434,0.000106434,0.000106434
139,311.768,0.45028,0.76365,0.43523,0.8756,0,0.84551,0.81032,0.86801,0.63516,0.92381,0.65562,0.75834,0.39106,0.89358,1.65571,0.7142,1.13395,0,9.91012e-05,9.91012e-05,9.91012e-05
140,314.118,0.45668,0.78945,0.43955,0.8804,0,0.8347,0.81461,0.86797,0.63682,0.92155,0.65667,0.76021,0.38986,0.8967,1.65851,0.72524,1.13583,0,9.17686e-05,9.17686e-05,9.17686e-05
141,330.345,0.36011,0.56809,0.41142,0.85486,0,0.82907,0.78041,0.86183,0.62937,0.9151,0.65241,0.76195,0.38761,0.91495,1.65694,0.73952,1.15555,0,8.4436e-05,8.4436e-05,8.4436e-05
142,332.395,0.3569,0.57457,0.40433,0.85452,0,0.82734,0.79149,0.8615,0.62783,0.91783,0.65581,0.75836,0.38716,0.92702,1.66394,0.74124,1.16743,0,7.71034e-05,7.71034e-05,7.71034e-05
143,334.472,0.34731,0.57213,0.39659,0.84406,0,0.83355,0.82149,0.85715,0.61885,0.91162,0.65129,0.75863,0.38837,0.95227,1.65865,0.75862,1.18816,0,6.97708e-05,6.97708e-05,6.97708e-05
144,336.488,0.34693,0.57047,0.39596,0.83354,0,0.83389,0.81457,0.86384,0.62349,0.91796,0.65147,0.76139,0.38895,0.95122,1.65976,0.75933,1.18767,0,6.24382e-05,6.24382e-05,6.24382e-05
145,338.488,0.34357,0.58118,0.40027,0.84249,0,0.84967,0.80586,0.86083,0.63215,0.93541,0.6579,0.76822,0.38586,0.91664,1.65786,0.73289,1.16633,0,5.51056e-05,5.51056e-05,5.51056e-05
146,340.499,0.33598,0.56632,0.38238,0.84564,0,0.85069,0.80552,0.86668,0.63732,0.93694,0.6583,0.77467,0.38926,0.90739,1.65119,0.72374,1.15665,0,4.7773e-05,4.7773e-05,4.7773e-05
147,342.526,0.34228,0.5752,0.39571,0.83438,0,0.90376,0.79114,0.87202,0.64398,0.93368,0.66411,0.77669,0.39118,0.8939,1.6505,0.70776,1.1464,0,4.04404e-05,4.04404e-05,4.04404e-05
148,344.531,0.33683,0.56451,0.38111,0.84259,0,0.90965,0.77702,0.86998,0.64352,0.93236,0.66414,0.77572,0.39546,0.89442,1.64988,0.7081,1.14603,0,3.31078e-05,3.31078e-05,3.31078e-05
149,346.55,0.33749,0.57384,0.37879,0.85275,0,0.87157,0.79428,0.87398,0.64522,0.9319,0.66763,0.77904,0.39699,0.90046,1.65337,0.71195,1.15084,0,2.57752e-05,2.57752e-05,2.57752e-05
150,348.547,0.3265,0.55763,0.37126,0.8345,0,0.88542,0.79167,0.87298,0.64572,0.9311,0.66598,0.77448,0.39368,0.90599,1.65957,0.71255,1.15388,0,1.84426e-05,1.84426e-05,1.84426e-05
